Re,shear
500.0,3.682501178102191
498.6465720111302,3.683198569027805
497.232358451285,3.6839194193348748
495.81814489146814,3.684632101427813
494.40393133168016,3.6853364788028937
492.98971777192156,3.686032413742802
491.57550421219287,3.6867197673109495
490.16129065249464,3.687398399345521
488.74707709282745,3.6880681684537664
487.33286353319187,3.688728932006027
485.91864997358846,3.689380546129985
484.5044364140178,3.690022865704679
483.0902228544805,3.6906557443546157
481.6760092949772,3.691279034443995
480.26179573550843,3.6918925870705555
478.8475821760749,3.6924962520597004
477.4333686166773,3.6930898779586045
476.0191550573162,3.6936733120299836
474.60494149799234,3.6942464002460444
473.1907279387064,3.694808987282525
471.77651437945906,3.695360916512289
470.36230082025105,3.695902029999174
468.94808726108306,3.6964321684917465
467.5338737019559,3.696951171416874
466.11966014287026,3.6974588768732017
464.705446583827,3.697955121624693
463.29123302482685,3.6984397410939134
461.87701946587066,3.6989125693554237
460.4628059069592,3.699373439128716
459.0485923480934,3.699822181771339
457.634378789274,3.7002586272717246
456.220165230502,3.7006826042419045
454.8059516717782,3.701093939910075
453.39173811310354,3.7014924601128687
451.9775245544789,3.7018779892876434
450.56331099590534,3.7022503504642867
449.1490974373837,3.7026093652569463
447.73488387891507,3.7029548538555312
446.3206703205004,3.7032866350168563
444.9064567621408,3.7036045260553303
443.49224320383723,3.703908342833703
442.0780296455908,3.7041978997530016
440.66381608740255,3.704473009742447
439.24960252927366,3.704733484248617
437.83538897120525,3.7049791332243913
436.4211754131985,3.705209765117289
435.0069618552546,3.705425186857172
433.59274829737467,3.7056252038435136
432.17853473956006,3.705809619931853
430.76432118181197,3.7059782374196915
429.3501076241317,3.7061308570314306
427.9358940665205,3.7062672779027617
426.52168050897984,3.706387297563753
425.107466951511,3.7064907119212567
423.6932533941154,3.706577315240208
422.2790398367944,3.706646900123629
420.86482627954956,3.706699257491421
419.4506127223823,3.706734176557897
418.0363991652941,3.7067514448075674
416.62218560828654,3.706750847969623
415.2079720513612,3.7067321699903766
413.79375849451964,3.706695193003986
412.37954493776357,3.7066396973008953
410.9653313810946,3.706565461294229
409.55111782451445,3.7064722614836394
408.13690426802486,3.7063598724163485
406.7226907116276,3.7062280666455107
405.3084771553245,3.70607661468528
403.8942635991174,3.7059052849623977
402.48005004300813,3.7057138437641255
401.06583648699865,3.705502055182124
399.6516229310909,3.705269681051704
398.2374093752869,3.7050164808865724
396.82319581958865,3.7047422118080733
395.4089822639982,3.7044466284686544
393.9947687085177,3.7041294829694182
392.58055515314925,3.7037905247705956
391.16634159789504,3.7034295005947517
389.75212804275736,3.70304615432179
388.33791448773843,3.7026402268755025
386.9237009328405,3.7022114561000166
385.509487378066,3.7017595766263947
384.0952738234173,3.7012843197273337
382.6810602688968,3.700785413159671
381.2668467145069,3.700262580993357
379.85263316025026,3.6997155434255142
378.43841960612934,3.6991440165783303
377.0242060521467,3.698547712279474
375.6099924983051,3.697926337823041
374.195778944607,3.697279595709479
372.78156539105527,3.6966071833626364
371.3673518376526,3.6959087928216827
369.9531382844018,3.695184110405215
368.5389247313056,3.694432816345924
367.12471117836685,3.693654584391829
365.71049762558846,3.6928490813721075
364.2962840729733,3.6920159667233414
362.8820705205244,3.6911548919728068
361.4678569682446,3.6902655001750064
360.0536434161369,3.6893474252967104
358.63942986420426,3.6884002915449696
357.22521631244973,3.6874237127695184
355.8110027608771,3.6864172903306573
354.8981663031433,3.6857516336873895
353.4839527518744,3.6846952087130287
