Lx,Lz
5.0,2.3333333333333335
5.0,2.6666666666666665
5.0,3.0
5.0,3.3333333333333335
5.0,3.6666666666666665
5.0,4.0
5.0,4.333333333333333
5.0,4.666666666666667
5.0,5.0
5.0,5.333333333333333
5.0,5.666666666666667
5.0,6.0
5.0,6.333333333333333
5.0,6.666666666666667
5.0,7.0
5.416666666666667,2.3333333333333335
5.416666666666667,2.6666666666666665
5.416666666666667,3.0
5.416666666666667,3.3333333333333335
5.416666666666667,3.6666666666666665
5.416666666666667,4.0
5.416666666666667,4.333333333333333
5.416666666666667,4.666666666666667
5.416666666666667,5.0
5.416666666666667,5.333333333333333
5.416666666666667,5.666666666666667
5.416666666666667,6.0
5.416666666666667,6.333333333333333
5.416666666666667,6.666666666666667
5.416666666666667,7.0
5.416666666666667,7.333333333333333
5.416666666666667,7.666666666666667
5.833333333333333,2.3333333333333335
5.833333333333333,2.6666666666666665
5.833333333333333,3.0
5.833333333333333,3.3333333333333335
5.833333333333333,3.6666666666666665
5.833333333333333,4.0
5.833333333333333,4.333333333333333
5.833333333333333,4.666666666666667
5.833333333333333,5.0
5.833333333333333,5.333333333333333
5.833333333333333,5.666666666666667
5.833333333333333,6.0
5.833333333333333,6.333333333333333
5.833333333333333,6.666666666666667
5.833333333333333,7.0
5.833333333333333,7.333333333333333
5.833333333333333,7.666666666666667
5.833333333333333,8.0
5.833333333333333,8.333333333333334
6.25,2.3333333333333335
6.25,2.6666666666666665
6.25,3.0
6.25,3.3333333333333335
6.25,3.6666666666666665
6.25,4.0
6.25,4.333333333333333
6.25,4.666666666666667
6.25,5.0
6.25,5.333333333333333
6.25,5.666666666666667
6.25,6.0
6.25,6.333333333333333
6.25,6.666666666666667
6.25,7.0
6.25,7.333333333333333
6.25,7.666666666666667
6.25,8.0
6.25,8.333333333333334
6.25,8.666666666666666
6.666666666666667,2.3333333333333335
6.666666666666667,2.6666666666666665
6.666666666666667,3.0
6.666666666666667,3.3333333333333335
6.666666666666667,3.6666666666666665
6.666666666666667,4.0
6.666666666666667,4.333333333333333
6.666666666666667,4.666666666666667
6.666666666666667,5.0
6.666666666666667,5.333333333333333
6.666666666666667,5.666666666666667
6.666666666666667,6.0
6.666666666666667,6.333333333333333
6.666666666666667,6.666666666666667
6.666666666666667,7.0
6.666666666666667,7.333333333333333
6.666666666666667,7.666666666666667
6.666666666666667,8.0
6.666666666666667,8.333333333333334
6.666666666666667,8.666666666666666
6.666666666666667,9.0
7.083333333333333,2.3333333333333335
7.083333333333333,2.6666666666666665
7.083333333333333,3.0
7.083333333333333,3.3333333333333335
7.083333333333333,3.6666666666666665
7.083333333333333,4.0
7.083333333333333,4.333333333333333
7.083333333333333,4.666666666666667
7.083333333333333,5.0
7.083333333333333,5.333333333333333
7.083333333333333,5.666666666666667
7.083333333333333,6.0
7.083333333333333,6.333333333333333
7.083333333333333,6.666666666666667
7.083333333333333,7.0
7.083333333333333,7.333333333333333
7.083333333333333,7.666666666666667
7.083333333333333,8.0
7.083333333333333,8.333333333333334
7.083333333333333,8.666666666666666
7.083333333333333,9.0
7.5,2.3333333333333335
7.5,2.6666666666666665
7.5,3.0
7.5,3.3333333333333335
7.5,3.6666666666666665
7.5,4.0
7.5,4.333333333333333
7.5,4.666666666666667
7.5,5.0
7.5,5.333333333333333
7.5,5.666666666666667
7.5,6.0
7.5,6.333333333333333
7.5,6.666666666666667
7.5,7.0
7.5,7.333333333333333
7.5,7.666666666666667
7.5,8.0
7.5,8.333333333333334
7.5,8.666666666666666
7.5,9.0
7.5,9.333333333333334
7.916666666666667,2.6666666666666665
7.916666666666667,3.0
7.916666666666667,3.3333333333333335
7.916666666666667,3.6666666666666665
7.916666666666667,4.0
7.916666666666667,4.333333333333333
7.916666666666667,4.666666666666667
7.916666666666667,5.0
7.916666666666667,5.333333333333333
7.916666666666667,5.666666666666667
7.916666666666667,6.0
7.916666666666667,6.333333333333333
7.916666666666667,6.666666666666667
7.916666666666667,7.0
7.916666666666667,7.333333333333333
