Re,shear
500.0,5.218561135523821
499.96791902062256,5.218445155452523
498.55370546458664,5.213308966445888
497.1394919086315,5.208126518996117
495.72527835275866,5.202897231459077
494.31106479696956,5.197620514621001
492.8968512412657,5.192295771619227
491.4826376856487,5.186922397862957
490.06842413012004,5.181499780954622
488.6542105746814,5.1760273006120325
487.2399970193343,5.170504328590647
485.8257834640804,5.164930228606823
484.4115699089215,5.159304356262519
482.9973563538592,5.153626058970243
481.58314279889527,5.147894675879908
480.1689292440315,5.14210953780672
478.75471568926974,5.136269967160834
477.34050213461177,5.130375277879132
475.92628858005946,5.124424775358467
474.5120750256147,5.1184177563917235
473.0978614712795,5.112353509105839
471.68364791705574,5.106231312903189
470.26943436294545,5.100050438405888
468.85522080895066,5.093810147403078
467.4410072550735,5.087509692802417
466.02679370131597,5.081148318585144
464.6125801476803,5.074725259765978
463.1983665941687,5.068239742357454
461.7841530407833,5.061690983339175
460.3699394875263,5.055078190633489
458.95572593440016,5.048400563086044
457.54151238140713,5.041657290453748
456.12729882854956,5.034847553399338
454.7130852758298,5.027970523493086
453.29887172325044,5.021025363223222
451.88465817081385,5.014011226014363
450.47044461852255,5.006927256255346
449.0562310663791,4.999772589336814
447.64201751438617,4.992546351699271
446.2278039625463,4.985247660892336
444.8135904108623,4.977875625645259
443.39937685933677,4.970429345950863
441.9851633079726,4.962907913161908
440.5709497567725,4.955310410102238
439.1567362057394,4.947635911192102
437.7425226548761,4.939883482589768
436.32830910418556,4.932052182349421
434.9140955536708,4.924141060596362
433.49988200333485,4.916149159720833
432.08566845318074,4.908075514590981
430.6714549032116,4.899919152785955
429.25724135343063,4.891679094850172
427.843027803841,4.883354353330822
426.4288142544468,4.87494393511111
425.86262209475893,4.871552519073574
424.4484085456419,4.86302044806509
423.03419499672736,4.854400294900467
421.61998144801885,4.845691047517961
420.20576789951974,4.836891689014658
418.7915543512336,4.828001198087538
417.37734080316386,4.819018549504234
415.9631272553142,4.8099427146041265
414.54891370768826,4.800772661830218
413.13470016028975,4.791507357293726
411.7204866131224,4.782145765370868
410.30627306619,4.772686849333554
408.8920595194964,4.763129570091168
