Re,shear
500.0,2.0524679530213223
498.95302082407153,2.054358093813424
497.53880726781875,2.056904887208632
496.12459371162697,2.0594451943473215
494.7103801555001,2.0619798428120997
493.2961665994419,2.0645096293138203
491.8819530434562,2.067035323075909
490.4677394875468,2.0695576689108073
489.0535259317176,2.0720773900281033
487.6393123759725,2.074595190609266
486.22509882031545,2.077111758179291
484.8108852647504,2.079627765801119
483.3966717092815,2.082143874115743
481.9824581539129,2.0846607332487026
480.56824459864873,2.0871789846000426
479.15403104349343,2.08969926253412
477.7398174884515,2.0922221959829237
476.3256039335274,2.0947484099762095
474.91139037872597,2.097278527109287
473.49717682405196,2.0998131689593214
472.08296326951046,2.1023529574597712
470.6687497151066,2.104898516241614
469.2545361608459,2.107450471949792
467.84032260673376,2.110009455542919
466.42610905277604,2.11257610358306
465.0118954989788,2.115151059523501
463.5976819453482,2.1177349750006975
462.18346839189076,2.1203285111378536
460.7692548386133,2.122932339866246
459.3550412855229,2.1255471452713675
457.94082773262693,2.1281736249707675
456.5266141799332,2.1308124915299484
455.11240062744974,2.1334644739254345
453.6981870751851,2.136130321933097
452.2839735231482,2.138810796347885
450.86975997134834,2.1415066874571056
449.45554641979544,2.1442188056751976
448.0413328684998,2.146947986093056
446.62711931747236,2.1496950903842666
445.2129057667246,2.1524610088186495
443.7986922162687,2.1552466623950686
442.38447866611745,2.1580530051061793
440.97026511628445,2.16088102634872
439.5560515667841,2.1637317534947433
438.1418380176317,2.166606254640034
436.7276244688434,2.169505641548521
435.31341092043635,2.1724310728124987
433.89919737242894,2.175383757251425
432.48498382484064,2.1783649575739226
431.0707702776923,2.1813759943310655
429.65655673100616,2.1844182501916114
428.24234318480603,2.1874931745742074
426.8281296391174,2.1906022886748113
425.4139160939676,2.193747190933695
423.9997025493861,2.19692956299038
422.58548900540455,2.200151176182609
421.17127546205705,2.203413898651197
419.7570619193805,2.2067197031222943
418.3428483774148,2.2100706754472093
416.9286348362032,2.21346902399144
415.51442129579266,2.2169170899769304
414.1002077562344,2.22041735889691
412.68599421758415,2.2239724731395354
411.27178067990303,2.227585245975741
409.85756714325794,2.2312586770910228
408.4433536077224,2.2349959698665565
407.0291400733774,2.2388005506461433
405.61492654031247,2.242676090261601
404.2007130086269,2.2466265281302418
402.786499478431,2.2506560992848934
401.3722859498477,2.2547693647513474
399.9580724230149,2.258971245747139
398.54385889808736,2.2632670622425133
397.12964537523965,2.2676625764924236
