Re,shear
500.0,4.021458660531545
498.6071660783578,4.022490525819782
497.1929525175985,4.023539178508023
495.7787389568671,4.024589068729414
494.3645253961643,4.025640497684178
492.95031183549105,4.026693783894811
491.5360982748482,4.027749264142098
490.1218847142366,4.028807294460479
488.70767115365726,4.029868251196133
487.2934575931111,4.030932532133324
485.87924403259916,4.032000557693696
484.4650304721225,4.03307277221435
483.05081691168226,4.0341496453112065
481.6366033512796,4.035231673334133
480.22238979091566,4.036319380920998
478.8081762305918,4.037413322661235
477.3939626703093,4.038514087335384
475.97974911006975,4.039622290686923
474.7374233369171,4.040602452840745
473.3232097767617,4.041726434404069
471.90899621665346,4.042859847809681
470.49478265659405,4.04400346418169
469.0805690965853,4.045158099775266
467.66635553662894,4.046324618884395
466.25214197672705,4.047503936977453
464.8379284168816,4.0486970240833795
463.4237148570948,4.049904908452221
462.00950129736896,4.051128680516346
460.5952877377065,4.052369497189758
459.18107417811,4.0536285930957625
457.7668606185822,4.054907259748412
456.3526470591259,4.056206889307889
454.93843349974424,4.057528955466022
453.52421994044045,4.058875026196329
452.110006381218,4.06024677092607
450.6957928220806,4.0616459683911685
449.2815792630322,4.0630745152555345
447.867365704077,4.064534435585391
446.45315214521946,4.06602789128463
445.03893858646455,4.067557193610803
443.62472502781736,4.069124815911019
442.2105114692835,4.070733407738201
440.796297910869,4.072385810532816
439.38208435258025,4.07408507508641
437.96787079442436,4.075834481039413
436.5536572364089,4.07763755870742
435.1394436785422,4.079498113584318
433.7252301208331,4.081420253931327
432.31101656329145,4.083408421939165
430.89680300592795,4.085467429042165
429.4825894487543,4.0876024960792545
428.06837589178343,4.089819299136536
426.6541623350295,4.09212402208321
425.2399487785083,4.094523417031688
423.8257352222371,4.097024874229573
422.41152166623533,4.099636503243795
420.99730811052467,4.102367227744454
419.5830945551294,4.105226896777752
418.16888100007685,4.108226416170902
416.754667445398,4.1113779047038825
415.34045389112816,4.114694880999018
413.92624033730755,4.118192488849186
412.51202678398255,4.12188777110895
411.0978132312069,4.125800005584577
409.68359967904314,4.129951120990593
408.26938612757664,4.134366218765513
408.0611480337796,4.135040315729409
406.6469344831966,4.139794168970786
405.2327209335084,4.144879950246976
403.81850738484536,4.150338012941928
402.40429383736773,4.156216204828908
400.9900802912753,4.162571932171559
399.57586674682113,4.169475016907187
398.161653204332,4.177011754558377
396.7474396642399,4.185290853976296
395.33322612713084,4.194452449820005
393.9190125938265,4.204682386917651
392.504799065525,4.216236118979088
391.09058554406096,4.229481552204621
389.6763720324126,4.244983230688983
388.2621585382005,4.263690406047144
387.31381895909055,4.278878326478303
386.3236070796078,4.298282929246849
385.62784271777696,4.315411657857025
385.138969529607,4.330388763199925
384.7954667561834,4.343385528969996
384.55410733244105,4.354595061191455
384.38451810974226,4.364215326128263
384.26535764015017,4.372438359874365
384.18163052737924,4.379443888824377
384.1228003771536,4.385395990869891
384.0814638769973,4.390441782272283
384.05241914909374,4.394711402363769
384.03201113593707,4.398318787365211
384.0176716408403,4.401362885835663
384.00759614110876,4.403929084215864
384.0005167034234,4.406090692717983
383.99554242466763,4.407910398496337
383.99204731896293,4.409441631831962
383.98959154240055,4.410729816895934
383.9878660422381,4.411813495717759
383.98665366510926,4.412725324683583
383.98580183002804,4.413492949759499
383.9852033273078,4.414139770363554
383.98478282709345,4.414685604620259
383.98448739990056,4.415147269899281
383.98427985436257,4.4155378423967395
383.98413781416673,4.415862836440354
383.984040615516,4.416132321962696
383.983974113693,4.416355907237343
383.9839286259441,4.416541568493076
383.9838975240248,4.416695929173217
383.9838762707376,4.416824494197318
383.9838617604317,4.416931849286959
383.9838518676431,4.417021819196917
383.9838451379231,4.417097529806313
383.98384057434805,4.417161527933057
383.9838374935556,4.4172171206915225
383.9838354746615,4.41726908105095
383.9838342370258,4.417313321838291
383.98383341193534,4.417342815697221
383.98383235832813,4.417380478165285
383.98383213260985,4.41742175552147
383.9838332190653,4.417470063852852
383.9838347856787,4.417539722009902
383.9838397298903,4.417641112738272
383.98386850243685,4.417942457585641
383.9839082496052,4.4181777829167075
383.98402029450386,4.418624147741233
383.98465096510984,4.419947514531295
383.9855375932695,4.421077179179933
383.9957654297802,4.427168345113395
384.0252583237644,4.4357344368574605
384.06778009073815,4.4436805097723076
384.31300434903164,4.47064761101079
384.666557524758,4.495665695878485
386.080770715882,4.561627010436889
387.494984074343,4.610595022897064
388.90919748889866,4.652805998240655
390.32341093169117,4.691204469002624
391.73762439130303,4.7271420665691295
393.15183786188766,4.761379811779044
394.5660513400179,4.794402031751201
395.98026482348575,4.826544312228759
397.39447831076154,4.858054764111165
398.8086918006841,4.889126839895146
399.84670254130054,4.911746891119558
401.2609160339298,4.9424192432138385
402.67512952719244,4.973034061930879
404.08934302052126,5.003702667596882
405.50355651338566,5.034529966394601
406.9177700052651,5.065618299385461
408.33198349562446,5.097070906339404
409.7461969838893,5.128995374753828
411.16041046941706,5.161507431326283
412.5746239514605,5.194735494823803
413.9888374290213,5.228826566741681
414.269669070425,5.235713570624461
415.6838825413166,5.271070969089349
417.0980960048925,5.307725392475209
418.5123094590507,5.345959888166694
419.92652290079906,5.386151511686652
421.3407363256452,5.42882896493059
422.7549497264068,5.47478360058248
424.16916308611854,5.525310205609636
424.6765762915642,5.544956654845812
426.09078957551793,5.606050544452005
427.5050026065764,5.68409662074151
427.5834059334144,5.689355612956326
428.9976174889442,5.82090900542503
429.6544077034091,5.84545558733104
431.0686209352165,5.849577761051421
432.48283432625885,5.843001170189092
433.89704776717605,5.833921399727101
435.31126123240415,5.823962739415039
436.7254747121108,5.8136707881371645
438.1396882014764,5.803273448945483
439.5539016977634,5.792876095928513
440.9681151992516,5.782528435407643
442.3823287047756,5.772251750459777
443.79654221349693,5.762051326671134
445.2107557247803,5.751922531542846
446.624969238121,5.741853866938135
448.03918275309917,5.73182842299225
449.4533962693481,5.721824378981441
450.86760978653126,5.711814831406101
452.28182330432213,5.701767028283118
453.69603682238505,5.691640941626636
455.1102503403529,5.6813869521878395
456.5244638577976,5.670942184400364
457.93867737418714,5.660224598675933
459.35289088881365,5.649123059977903
